HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Age_group,Cabin_Deck,Cabin_Number,Cabin_Side,Group,alone,Expenditure,spending
0,1,0,49.0,0,0.0,0.0,0.0,0.0,0.0,0,4,4,0,1,20,0,0.0,0
0,1,0,29.0,0,0.0,0.0,0.0,0.0,0.0,0,3,4,0,1,20,0,0.0,0
0,0,2,10.0,0,0.0,0.0,0.0,0.0,0.0,1,0,4,0,1,20,0,0.0,0
0,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,1,20,0,0.0,0
0,0,2,7.0,0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,1,20,0,0.0,0
2,0,2,21.0,0,6.8885724595653635,1.0986122886681098,4.248495242049359,0.0,0.0,0,2,3,0,0,22,1,1051.0,1
1,1,2,62.0,0,0.0,0.0,0.0,0.0,0.0,1,5,2,2,1,24,1,0.0,0
0,0,2,15.0,0,0.0,5.420534999272286,0.0,6.906754778648554,0.0,0,1,5,6,1,25,1,1223.0,1
1,0,0,34.0,0,3.1354942159291497,8.711772645605693,0.0,7.271703706887368,5.796057750765372,0,4,2,0,0,26,1,7861.0,1
2,0,2,43.0,0,7.026426808699636,0.0,4.919980925828125,3.8918202981106265,0.0,0,4,5,8,0,28,1,1309.0,1
0,0,2,32.0,0,0.0,6.7464121285733745,4.406719247264253,6.082218910376446,6.118097198041348,0,4,6,4,1,30,1,1821.0,1
2,0,2,47.0,0,5.3706380281276624,0.0,7.252762418053187,0.0,7.114769448366463,1,4,5,9,0,31,0,2854.0,1
2,0,2,2.0,0,0.0,0.0,0.0,0.0,0.0,1,0,5,9,0,31,0,0.0,0
2,0,2,20.0,0,6.3295706809366585,0.0,7.467942332285852,6.898714534329988,0.0,1,2,5,9,0,31,0,3299.9157303370785,1
1,1,0,28.0,0,0.0,0.0,0.0,0.0,0.0,1,3,3,1,1,34,1,0.0,0
2,0,0,23.0,0,6.665683717782408,6.872128101338986,0.0,6.858565034791365,0.0,0,2,3,1,0,35,1,2699.0,1
0,0,0,15.0,0,0.0,6.20050917404269,3.8918202981106265,3.044522437723423,5.996452088619021,0,1,5,8,1,36,1,961.0,1
0,0,0,20.0,0,6.318968113746434,5.278114659230517,0.0,7.865955413933502,0.0,0,2,5,10,1,38,1,3355.0,1
0,1,0,30.0,0,0.0,0.0,0.0,0.0,0.0,0,3,6,1,0,39,1,0.0,0
0,1,2,17.0,0,0.0,0.0,0.0,0.0,0.0,1,1,6,2,0,41,1,0.0,0
1,0,2,45.0,0,0.0,5.10594547390058,3.828641396489095,7.828834527588089,6.752270376141742,0,4,1,3,0,43,1,3575.0,1
0,1,2,55.0,0,0.0,0.0,0.0,0.0,0.0,0,5,6,3,0,44,0,0.0,0
0,1,0,4.0,0,0.0,0.0,0.0,0.0,0.0,1,0,6,3,0,44,0,0.0,0
0,1,1,21.0,0,0.0,0.0,0.0,0.0,0.0,1,2,6,3,0,44,0,0.0,0
2,0,2,21.0,0,6.878326468291325,0.0,5.198497031265826,0.0,4.174387269895637,0,2,5,10,0,45,0,1214.0,1
2,1,2,19.0,0,0.0,0.0,0.0,0.0,0.0,1,2,5,10,0,45,0,0.0,0
0,0,0,35.0,0,6.673297967767654,0.0,0.0,5.126508220350009,0.0,0,4,4,1,1,50,1,957.4279766860949,1
0,0,2,56.0,0,0.0,4.727387818712341,0.0,7.22983877815125,4.852030263919617,0,5,4,2,1,51,1,1618.0,1
0,0,2,26.0,0,1.6094379124341003,0.0,1.0986122886681098,8.451907724717607,0.0,0,3,6,6,1,52,1,4689.0,1
0,0,2,25.0,0,0.0,0.0,7.569927655242652,0.0,0.6931471805599453,1,2,5,11,1,53,1,1939.0,1
1,0,2,2.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,56,0,0.0,0
1,1,2,38.0,0,0.0,0.0,0.0,0.0,0.0,1,4,0,1,1,56,0,0.0,0
1,0,2,27.0,0,5.634789603169249,6.406879986069314,8.12415060330663,5.659482215759621,1.3862943611198906,1,3,0,1,1,56,0,4547.0,1
0,1,1,36.0,0,0.0,0.0,0.0,0.0,0.0,0,4,6,7,1,58,1,0.0,0
0,0,2,22.0,0,3.828641396489095,7.00033446027523,5.003946305945459,7.228388451573604,0.6931471805599453,0,2,5,12,1,61,1,2667.0,1
0,0,2,62.0,0,0.0,6.385194398997726,0.0,2.8903717578961645,3.258096538021482,0,5,5,13,1,62,1,634.0,1
2,1,2,15.0,0,0.0,0.0,0.0,0.0,0.0,1,1,5,14,1,64,0,0.0,0
2,1,2,33.0,0,0.0,0.0,0.0,0.0,0.0,1,4,4,3,1,64,0,0.0,0
0,0,2,62.0,0,0.6931471805599453,5.0369526024136295,5.288267030694535,0.0,6.133398042996649,0,5,6,6,0,66,1,811.0,1
0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,6,10,1,67,0,0.0,0
0,0,2,18.0,0,0.6931471805599453,5.556828061699537,6.102558594613569,0.0,0.0,1,2,6,10,1,67,0,705.0,1
0,0,0,21.0,0,7.5740450053721995,3.6375861597263857,0.0,0.0,3.2188758248682006,0,2,5,15,1,67,0,2007.0,1
2,0,2,28.5,0,6.677083461247136,0.0,1.0986122886681098,5.537334267018537,0.0,0,3,4,4,1,68,1,1048.0,1
0,0,2,42.0,0,6.78897174299217,0.0,2.302585092994046,1.9459101490553132,0.0,1,4,5,16,1,69,1,902.0,1
0,0,2,19.0,0,5.25227342804663,0.0,1.791759469228055,0.6931471805599453,6.588926477533519,0,2,5,13,0,70,1,922.0,1
0,0,2,17.0,0,2.833213344056216,7.680637427560936,0.0,0.0,3.970291913552122,0,1,5,14,0,71,1,2233.0,1
0,0,2,14.0,0,0.0,0.6931471805599453,0.0,0.0,6.96979066990159,0,1,5,17,1,72,1,1064.0,1
2,0,1,37.0,0,3.8501476017100584,4.430816798843313,6.6052979209482015,0.0,2.5649493574615367,0,4,3,3,0,73,1,879.0,1
1,0,2,42.0,0,0.6931471805599453,9.035748861244139,0.0,0.0,6.2285110035911835,1,4,2,3,1,74,1,8904.0,1
2,0,2,27.0,0,4.997212273764115,0.0,6.926577033222725,0.0,0.0,1,3,5,18,1,76,1,1165.0,1
2,0,2,28.0,0,2.70805020110221,0.0,7.16703787691222,0.0,0.0,1,3,5,15,0,77,1,1309.0,1
1,0,2,38.0,0,0.0,8.67265729404031,0.0,5.7745515455444085,9.175231194862615,0,4,2,4,1,78,1,15815.0,1
0,1,2,13.0,0,0.0,0.0,0.0,0.0,0.0,0,1,6,13,1,81,1,0.0,0
2,0,2,42.0,0,8.91018077801329,0.0,0.0,0.0,0.0,0,4,5,16,0,82,0,7406.0,1
2,1,2,2.0,0,0.0,0.0,0.0,0.0,0.0,1,0,5,16,0,82,0,0.0,0
2,0,2,8.0,0,0.0,0.0,0.0,0.0,0.0,1,0,5,16,0,82,0,0.0,0
0,0,2,24.0,0,6.535241271013659,0.0,0.0,0.0,2.8903717578961645,1,2,6,14,1,84,1,705.0,1
1,1,2,40.0,0,0.0,0.0,0.0,0.0,0.0,1,4,2,5,1,85,1,0.0,0
0,0,2,43.0,0,5.356586274672012,0.0,0.0,6.459904454377535,6.2422232654551655,0,4,5,17,0,86,1,1362.0,1
2,1,1,45.0,0,0.0,0.0,0.0,0.0,0.0,1,4,4,5,1,88,1,0.0,0
0,1,2,35.0,0,0.0,0.0,0.0,0.0,0.0,1,4,6,15,1,90,1,0.0,0
0,1,2,26.0,0,0.0,0.0,0.0,0.0,0.0,1,3,6,16,1,91,0,0.0,0
0,0,2,27.0,0,0.6931471805599453,6.548219102762372,3.4657359027997265,5.241747015059643,0.0,0,3,5,20,1,91,0,917.0,1
0,0,2,19.0,0,0.0,0.0,6.508769136971682,0.6931471805599453,3.5553480614894135,0,2,6,9,0,92,0,705.0,1
0,1,2,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,6,9,0,92,0,0.0,0
0,1,2,3.0,0,0.0,0.0,0.0,0.0,0.0,1,0,6,9,0,92,0,0.0,0
1,0,2,54.0,0,0.0,7.097548850614793,0.0,1.3862943611198906,6.45833828334479,0,5,0,2,1,97,1,1848.0,1
0,0,2,26.0,0,0.0,6.75343791859778,1.791759469228055,3.4965075614664802,0.0,0,3,6,11,0,98,0,893.0,1
0,0,2,26.0,0,0.0,7.941651252930556,6.86484777797086,0.0,4.477336814478207,1,3,6,11,0,98,0,3855.0,1
0,0,1,23.0,0,5.7430031878094825,6.059123195581797,6.267200548541362,3.6375861597263857,0.0,0,2,5,19,0,99,0,1301.0,1
0,1,2,2.0,0,0.0,0.0,0.0,0.0,0.0,1,0,6,12,0,99,0,0.0,0
2,1,2,31.0,0,0.0,0.0,0.0,0.0,0.0,1,4,5,748,1,101,1,0.0,0
0,0,2,18.0,0,0.0,0.0,0.0,6.7226297948554485,4.5217885770490405,0,2,5,23,1,102,1,921.0,1
0,0,2,24.0,0,0.0,4.983825466850526,0.0,0.0,2.8903717578961645,1,2,5,24,1,103,0,162.03195488721803,1
0,1,0,9.0,0,0.0,0.0,0.0,0.0,0.0,1,0,6,18,1,103,0,0.0,0
0,1,2,6.0,0,0.0,0.0,0.0,0.0,0.0,0,0,6,18,1,103,0,0.0,0
0,0,2,27.0,0,0.0,0.0,6.3473892096560105,1.0986122886681098,4.882801922586371,0,3,5,21,0,105,1,703.0,1
2,0,2,21.0,0,7.463936604468925,1.791759469228055,2.8903717578961645,0.0,0.0,0,2,3,2,1,107,1,1765.0,1
0,1,2,23.0,0,0.0,0.0,0.0,0.0,0.0,0,2,6,19,1,108,0,0.0,0
0,0,2,31.0,0,6.333279628139691,0.0,5.7899601708972535,0.0,0.0,0,4,6,19,1,108,0,888.0,1
0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,6,19,1,108,0,0.0,0
1,0,2,32.0,0,0.0,6.018593214496234,1.9459101490553132,8.276394704863307,6.639875833826536,0,4,1,869,0,110,0,5109.0,1
1,0,2,40.0,0,0.0,5.805134968916488,0.0,0.0,7.431299675155903,0,4,1,5,0,110,0,2018.0,1
1,0,2,42.0,0,7.700747794511798,9.343033913701648,0.0,7.533158807455563,6.100318952020064,1,4,1,5,0,110,0,15940.0,1
1,1,2,28.0,0,0.0,0.0,0.0,0.0,0.0,1,3,1,5,0,110,0,0.0,0
1,1,2,29.0,0,0.0,0.0,0.0,0.0,0.0,1,3,4,6,1,111,1,0.0,0
1,0,0,48.0,1,0.0,7.839131648274333,4.477336814478207,2.8903717578961645,2.6390573296152584,1,4,1,1,1,112,1,2654.0,1
0,0,2,64.0,0,0.0,0.0,6.690842277418564,0.0,0.0,1,5,5,23,0,113,1,804.0,1
0,0,2,27.0,0,4.418840607796598,5.062595033026967,6.063785208687608,5.476463551931511,0.6931471805599453,0,3,6,20,1,114,1,907.0,1
2,1,2,26.0,0,0.0,0.0,0.0,0.0,0.0,1,3,5,24,0,115,1,0.0,0
1,0,2,33.0,0,0.6931471805599453,7.707062655370473,0.0,2.5649493574615367,6.003887067106539,1,4,3,4,0,116,1,2640.0,1
1,0,2,39.0,0,0.0,7.76004068088038,0.0,4.189654742026425,8.839131752546109,0,4,0,0,0,119,0,9307.0,1
1,1,2,13.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,119,0,0.0,0
2,1,2,24.0,0,0.0,0.0,0.0,0.0,0.0,1,2,5,25,0,120,1,0.0,0
0,0,2,29.0,0,0.0,0.0,0.0,6.551080335043404,4.31748811353631,0,3,6,21,1,122,1,773.0,1
0,0,2,18.0,0,4.02535169073515,6.393590753950631,3.912023005428146,0.0,0.6931471805599453,0,2,5,27,0,123,1,702.0,1
2,1,2,67.0,0,0.0,0.0,0.0,0.0,0.0,1,5,5,27,1,126,1,0.0,0
2,0,2,35.0,0,6.553933404025811,0.0,5.6937321388027,0.0,3.258096538021482,0,4,4,7,1,127,1,1022.0,1
2,0,2,61.0,1,7.763871287820222,5.814130531825066,2.302585092994046,5.75890177387728,1.0986122886681098,0,5,3,3,1,128,0,3014.0,1
2,0,2,45.0,0,7.651595573857601,1.9459101490553132,0.0,0.0,0.0,0,4,4,8,1,128,0,2109.0,1
0,1,1,22.0,0,0.0,0.0,0.0,0.0,0.0,1,2,6,22,1,129,1,0.0,0
2,1,2,19.0,0,0.0,0.0,0.0,0.0,0.0,1,2,5,29,1,133,0,0.0,0
2,0,2,36.0,0,7.915348169263078,0.0,0.0,0.0,0.0,0,4,3,5,1,133,0,2738.0,1
0,0,2,19.0,0,0.0,2.70805020110221,6.594413459749778,0.0,0.0,1,2,6,17,0,134,1,744.0,1
0,0,1,47.0,0,4.584967478670572,6.037870919922137,4.844187086458591,3.258096538021482,4.02535169073515,0,4,6,23,1,136,1,721.0,1
0,1,2,13.0,0,0.0,0.0,0.0,0.0,0.0,1,1,6,18,0,138,0,0.0,0
0,0,2,34.0,0,0.0,3.1354942159291497,0.0,6.336825731146441,5.337538079701318,0,4,4,5,0,138,0,793.0,1
1,1,0,35.0,0,0.0,0.0,0.0,0.0,0.0,1,4,2,6,1,139,1,0.0,0
0,1,2,24.0,0,0.0,0.0,0.0,0.0,0.0,1,2,6,19,0,140,0,0.0,0
0,0,2,26.0,0,6.089044875446846,0.0,0.0,0.0,6.137727054086234,0,3,5,29,0,140,0,902.0,1
2,0,2,31.0,0,6.313499643733878,0.0,4.584967478670572,0.0,0.0,0,4,5,30,0,141,1,647.9732824427481,1
0,0,2,20.0,0,0.0,6.042632833682381,5.351858133476067,0.0,0.0,1,2,5,31,1,144,1,630.0,1
0,0,2,56.0,0,0.0,0.0,0.0,0.0,0.0,0,5,6,25,1,146,1,0.0,0
0,1,2,50.0,0,0.0,0.0,0.0,0.0,0.0,1,4,6,26,1,147,1,0.0,0
2,0,2,42.0,0,6.9782137426306985,0.0,2.3978952727983707,0.0,4.343805421853684,0,4,5,31,0,148,1,1158.0,1
0,1,0,23.0,0,0.0,0.0,0.0,0.0,0.0,1,2,6,27,1,149,1,0.0,0
0,1,0,38.0,0,0.0,0.0,0.0,0.0,0.0,0,4,6,20,0,151,1,0.0,0
0,0,2,41.0,0,0.0,0.0,0.0,0.0,6.410174881966167,0,4,5,32,0,152,1,607.0,1
0,0,2,22.0,0,8.323608442343572,0.0,0.0,0.0,4.127134385045092,0,2,6,22,0,160,1,4180.0,1
1,1,2,26.0,0,0.0,0.0,0.0,0.0,0.0,1,3,1,8,0,163,0,0.0,0
1,1,2,17.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,8,0,163,0,0.0,0
0,0,2,57.0,0,3.9318256327243257,7.4318919168078,0.0,4.736353691738749,4.912654885736052,1,5,6,28,1,164,0,1986.0176991150443,1
0,1,1,17.0,0,0.0,0.0,0.0,0.0,0.0,0,1,6,28,1,164,0,0.0,0
2,1,2,35.0,0,0.0,0.0,0.0,0.0,0.0,1,4,5,37,0,165,1,0.0,0
2,1,2,13.0,0,0.0,0.0,0.0,0.0,0.0,1,1,5,35,1,167,0,0.0,0
2,0,2,27.0,0,7.2196420401307355,0.0,3.8918202981106265,3.1354942159291497,4.927253685157205,0,3,5,35,1,167,0,1572.0,1
0,1,2,31.0,0,0.0,0.0,0.0,0.0,0.0,0,4,6,23,0,169,1,0.0,0
0,0,2,24.0,0,0.0,0.0,0.0,5.402677381872279,6.342121418721152,0,2,4,10,1,170,1,788.0,1
0,1,1,19.0,0,0.0,0.0,0.0,0.0,0.0,1,2,6,30,1,171,1,0.0,0
0,1,2,32.0,0,0.0,0.0,0.0,0.0,0.0,1,4,6,24,0,172,1,0.0,0
0,0,2,58.0,0,0.0,6.893656354602635,0.0,1.791759469228055,0.0,1,5,4,11,1,173,1,990.0,1
0,0,0,21.0,0,5.662960480135946,0.0,2.833213344056216,4.7535901911063645,5.170483995038151,0,2,5,38,0,174,1,593.0,1
1,0,2,38.0,0,0.0,9.24445190160495,0.6931471805599453,9.613870275449836,7.655390644826152,0,4,1,2,1,177,1,27428.0,1
2,0,2,38.0,0,8.13593277200489,0.0,5.087596335232384,3.367295829986474,4.787491742782046,0,4,3,6,1,178,1,3722.0,1
0,0,2,19.0,0,0.6931471805599453,5.393627546352362,6.513230110912307,1.0986122886681098,2.4849066497880004,1,2,6,26,0,179,0,906.0,1
0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,6,26,0,179,0,0.0,0
0,0,2,3.0,0,0.0,0.0,0.0,0.0,0.0,1,0,6,26,0,179,0,0.0,0
0,0,2,20.0,0,0.0,0.0,1.3862943611198906,5.703782474656201,4.532599493153256,0,2,6,27,0,181,1,394.0,1
1,1,2,24.0,0,0.0,0.0,0.0,0.0,0.0,1,2,2,3,0,182,1,0.0,0
0,0,2,37.0,0,2.8903717578961645,4.990432586778736,6.056784013228625,0.0,5.4510384535657,1,4,5,36,1,183,1,821.0,1
0,0,2,25.0,0,4.143134726391533,0.0,0.0,0.0,6.863803391452954,0,2,6,28,0,186,1,1018.0,1
0,1,2,56.0,0,0.0,0.0,0.0,0.0,0.0,1,5,6,31,1,188,1,0.0,0
0,0,0,49.0,0,4.442651256490317,1.3862943611198906,5.996452088619021,5.313205979041787,4.59511985013459,0,4,4,8,0,189,1,788.0,1
0,1,0,11.0,0,0.0,0.0,0.0,0.0,0.0,0,0,6,32,1,190,1,0.0,0
0,1,2,1.0,0,0.0,0.0,0.0,0.0,0.0,1,0,6,29,0,192,0,0.0,0
0,0,2,8.0,0,0.0,0.0,0.0,0.0,0.0,0,0,6,29,0,192,0,0.0,0
0,0,2,39.0,0,0.0,0.0,2.3978952727983707,6.80128303447162,0.0,0,4,6,29,0,192,0,908.0,1
2,1,2,2.0,0,0.0,0.0,0.0,0.0,0.0,1,0,5,41,0,193,0,0.0,0
2,0,2,23.0,0,6.3295706809366585,0.0,2.1972245773362196,6.9782137426306985,0.0,0,2,5,41,0,193,0,1639.9157303370787,1
2,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,5,41,0,193,0,0.0,0
2,0,2,39.0,0,6.008813185442595,0.0,6.7661917146603505,0.0,0.0,1,4,5,42,0,195,1,1273.0,1
2,0,1,25.0,0,6.959398512133975,0.0,6.579251212010101,0.0,2.0794415416798357,0,2,3,5,0,196,1,1778.0,1
1,0,2,36.0,0,0.0,6.880384082186005,0.0,6.679599185844383,6.3561076606958915,0,4,2,5,0,197,1,2342.0,1
0,1,1,52.0,0,0.0,0.0,0.0,0.0,0.0,1,5,6,30,0,198,1,0.0,0
0,1,2,18.0,0,0.0,0.0,0.0,0.0,0.0,0,2,6,33,1,199,1,0.0,0
0,1,2,15.0,0,0.0,0.0,0.0,0.0,0.0,1,1,6,31,0,200,1,0.0,0
1,1,2,35.0,0,0.0,0.0,0.0,0.0,0.0,1,4,1,3,1,201,0,0.0,0
1,1,2,47.0,0,0.0,0.0,0.0,0.0,0.0,1,4,1,3,1,201,0,0.0,0
1,1,0,45.0,0,0.0,0.0,0.0,0.0,0.0,1,4,1,9,0,202,0,0.0,0
1,0,0,35.0,0,0.0,7.797291273547472,4.653642081536122,6.778784897685177,6.095824562432225,1,4,0,2,0,202,0,3857.966587112172,1
1,1,2,51.0,0,0.0,0.0,0.0,0.0,0.0,1,5,2,8,1,203,1,0.0,0
0,0,2,29.0,0,0.0,1.0986122886681098,4.204692619390966,0.0,6.559615237493242,0,3,6,34,1,205,1,773.0,1
1,0,0,35.5,0,1.0986122886681098,7.450660796211539,2.5649493574615367,7.026426808699636,4.812184355372417,1,4,2,9,1,206,1,2981.0,1
0,1,1,19.0,0,0.0,0.0,0.0,0.0,0.0,0,2,6,32,0,207,1,0.0,0
1,1,0,24.0,0,0.0,0.0,0.0,0.0,0.0,1,2,3,6,0,210,1,0.0,0
2,0,2,29.0,0,6.805722553416985,0.6931471805599453,4.927253685157205,0.0,0.0,1,3,5,44,0,211,0,1040.0,1
2,1,2,11.0,0,0.0,0.0,0.0,0.0,0.0,1,0,5,44,0,211,0,0.0,0
2,0,2,17.0,0,6.744059186311348,0.0,5.730099782973574,5.209486152841421,0.0,0,1,5,44,0,211,0,1337.0,1
0,0,2,13.0,0,5.262690188904886,0.0,0.0,3.9512437185814275,6.606650186198215,0,1,4,9,0,212,0,982.0,1
0,0,2,35.0,0,4.997212273764115,5.241747015059643,0.0,2.3978952727983707,5.961005339623274,0,4,5,45,0,212,0,732.0,1
0,0,2,21.0,0,5.908082938168931,5.641907070938114,0.0,0.0,4.990432586778736,0,2,5,46,0,213,1,794.0,1
0,0,0,21.0,0,0.0,4.04305126783455,0.0,0.0,7.5595594960077,0,2,5,40,1,216,1,1974.0,1
0,0,2,38.0,0,7.325148957955575,0.0,0.0,3.332204510175204,0.0,0,4,5,47,0,217,1,1544.0,1
0,1,2,19.0,0,0.0,0.0,0.0,0.0,0.0,1,2,6,36,0,219,1,0.0,0
0,1,2,2.0,0,0.0,0.0,0.0,0.0,0.0,1,0,6,37,0,220,0,0.0,0
0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,6,37,0,220,0,0.0,0
0,1,2,13.0,0,0.0,0.0,0.0,0.0,0.0,0,1,6,37,0,220,0,0.0,0
0,0,2,25.0,0,4.812184355372417,4.442651256490317,4.982861014968476,0.0,0.0,0,2,4,10,0,220,0,350.89118198874297,1
0,0,2,16.0,0,0.0,1.3862943611198906,0.0,0.0,7.003065458786462,0,1,5,48,0,220,0,1102.0,1
0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,6,37,0,220,0,0.0,0
0,1,2,15.0,0,0.0,0.0,0.0,0.0,0.0,1,1,6,37,0,220,0,0.0,0
2,0,0,21.0,0,7.71333788887187,0.0,4.787491742782046,0.0,0.0,0,2,4,13,1,221,0,2356.0,1
2,0,2,23.0,0,7.103322062526113,4.394449154672439,0.6931471805599453,1.0986122886681098,0.0,0,2,4,13,1,221,0,1298.0,1
2,0,2,33.0,0,7.56734567601324,2.5649493574615367,5.241747015059643,0.6931471805599453,0.0,0,4,4,13,1,221,0,2134.0,1
2,1,2,21.0,0,0.0,0.0,0.0,0.0,0.0,1,2,4,13,1,221,0,0.0,0
2,0,2,41.0,0,7.115582126184454,0.0,5.71042701737487,3.784189633918261,6.931471805599453,0,4,4,13,1,221,0,2597.0,1
2,0,2,16.0,0,6.82001636467413,0.0,5.402677381872279,5.459585514144159,0.0,0,1,4,13,1,221,0,1370.0,1
2,1,2,42.0,0,0.0,0.0,0.0,0.0,0.0,0,4,4,13,1,221,0,0.0,0
2,0,2,20.0,0,7.249215057114389,0.0,0.0,2.4849066497880004,0.0,0,2,5,41,1,222,0,1417.0,1
2,1,2,24.0,0,0.0,0.0,0.0,0.0,0.0,1,2,5,41,1,222,0,0.0,0
2,1,2,16.0,0,0.0,0.0,0.0,0.0,0.0,1,1,4,14,1,222,0,0.0,0
0,0,2,21.0,0,0.0,1.0986122886681098,6.501289670540389,0.0,2.302585092994046,0,2,6,35,1,223,1,676.0,1
2,0,2,32.0,1,5.204006687076795,0.0,1.791759469228055,7.399398083331354,0.0,0,4,5,42,1,224,1,1820.0,1
0,1,1,58.0,0,0.0,0.0,0.0,0.0,0.0,1,5,6,38,0,225,1,0.0,0
0,0,2,24.0,0,1.6094379124341003,2.0794415416798357,0.0,6.570882962339584,4.382026634673881,0,2,5,43,1,229,1,803.0,1
2,0,2,30.0,0,4.454347296253507,0.0,0.6931471805599453,7.450660796211539,0.0,0,3,5,44,1,231,1,1806.0,1
0,1,1,27.0,0,0.0,0.0,0.0,0.0,0.0,0,3,6,36,1,232,1,0.0,0
2,0,2,32.0,0,4.04305126783455,0.0,5.54907608489522,7.271703706887368,0.0,0,4,5,45,1,233,1,1750.0,1
0,0,2,43.0,0,5.1550578564743565,6.790097235513905,0.0,0.0,0.0,0,4,5,50,0,234,1,1060.3058333333333,1
1,1,2,42.0,0,0.0,0.0,0.0,0.0,0.0,1,4,1,11,0,237,1,0.0,0
2,0,2,37.0,0,6.45833828334479,0.0,0.0,4.532599493153256,5.768320995793772,0,4,5,1303,1,239,1,1048.0,1
2,1,2,35.0,0,0.0,0.0,0.0,0.0,0.0,1,4,5,52,0,240,1,0.0,0
1,0,0,33.0,0,0.0,7.1308988302963465,0.0,8.47907586930311,7.018401799069201,0,4,4,11,0,241,1,7177.0,1
2,0,2,18.0,0,5.749392985908253,0.6931471805599453,6.539585955617669,5.648974238161206,0.0,0,2,5,46,1,242,1,1288.0,1
0,1,2,21.0,0,0.0,0.0,0.0,0.0,0.0,0,2,6,37,1,243,1,0.0,0
2,1,2,43.0,0,0.0,0.0,0.0,0.0,0.0,1,4,5,440,1,244,0,0.0,0
2,1,0,14.0,0,0.0,0.0,0.0,0.0,0.0,1,1,5,47,1,244,0,0.0,0
